1850,1,-3.556595211
1850,2,0.501161435
1850,3,-1.760143924
1850,4,-0.147618108
1850,5,-0.630174628
1850,6,0.709949719
1850,7,-0.449454366
1850,8,0.351456906
1850,9,-2.167881624
1850,10,-3.042792194
1850,11,-0.031617851
1850,12,0.488387305
1851,1,0.344463187
1851,2,-0.34043522
1851,3,-1.170258231
1851,4,0.319116277
1851,5,-1.60135705
1851,6,0.753626098
1851,7,-1.136293902
1851,8,-0.579442714
1851,9,-3.166514068
1851,10,0.095209727
1851,11,-3.233923667
1851,12,-1.627122449
1852,1,-0.072342369
1852,2,-0.688341442
1852,3,-2.069868501
1852,4,-0.228214021
1852,5,0.364793064
1852,6,-0.268456195
1852,7,0.156775847
1852,8,-0.685636492
1852,9,0.854197027
1852,10,-0.01743589
1852,11,1.545980797
1852,12,1.785235204
1853,1,0.860948513
1853,2,-0.986270896
1853,3,-0.681258879
1853,4,-1.350131469
1853,5,-0.282733958
1853,6,-0.96902565
1853,7,-0.032321827
1853,8,0.771217498
1853,9,-0.624316018
1853,10,-0.268060469
1853,11,0.337172864
1853,12,-2.714485273
1854,1,0.337744424
1854,2,-1.05403908
1854,3,-0.610748841
1854,4,0.446116962
1854,5,0.017891264
1854,6,-0.166126668
1854,7,0.132489273
1854,8,0.031714676
1854,9,-1.131388352
1854,10,-0.998487127
1854,11,-1.060900719
1854,12,-0.843863233
1855,1,-1.033442297
1855,2,-0.721781236
1855,3,-0.029575158
1855,4,-0.092991943
1855,5,-1.903449574
1855,6,0.250080724
1855,7,-0.446795474
1855,8,-0.842120788
1855,9,0.182923612
1855,10,1.516566028
1855,11,0.290292254
1855,12,0.098845365
1856,1,1.187492363
1856,2,-0.057819864
1856,3,0.017686144
1856,4,0.334423599
1856,5,-0.571739702
1856,6,0.135504004
1856,7,1.061776471
1856,8,0.530556088
1856,9,-1.47926818
1856,10,-0.27378622
1856,11,-2.322460598
1856,12,-1.606072144
1857,1,-1.513192718
1857,2,-0.480750305
1857,3,-0.463268486
1857,4,-0.229119839
1857,5,-1.800417658
1857,6,-1.185916122
1857,7,-0.429581682
1857,8,0.457607065
1857,9,-0.103051593
1857,10,-0.004223975
1857,11,0.077455714
1857,12,0.313711772
1858,1,-1.360151244
1858,2,-1.849286128
1858,3,-1.020091864
1858,4,0.52519387
1858,5,-0.369217233
1858,6,0.326942698
1858,7,-0.752562323
1858,8,-0.649995882
1858,9,-0.609531411
1858,10,0.451337697
1858,11,-0.668922177
1858,12,-0.589876343
1859,1,-1.612844277
1859,2,-0.791902795
1859,3,0.314161381
1859,4,0.599274232
1859,5,0.255139148
1859,6,-0.068910324
1859,7,0.771917878
1859,8,1.191408288
1859,9,-0.432271822
1859,10,1.149484492
1859,11,-0.524236721
1859,12,-1.565653589
1860,1,-0.10523406
1860,2,-2.920999663
1860,3,-0.877209704
1860,4,-0.337849322
1860,5,-0.048613119
1860,6,0.604397118
1860,7,-1.050939162
1860,8,-1.044454157
1860,9,-0.01076455
1860,10,-0.507240413
1860,11,-1.816038312
1860,12,-0.620304232
1861,1,-1.467603948
1861,2,0.803124633
1861,3,-0.509097068
1861,4,-0.575256951
1861,5,-1.353533023
1861,6,0.590637471
1861,7,-0.198648679
1861,8,1.356648212
1861,9,-0.031025458
1861,10,0.343546884
1861,11,0.140945542
1861,12,-2.340916995
1862,1,-1.461909619
1862,2,-0.593364921
1862,3,1.459653891
1862,4,1.76260608
1862,5,0.975449991
1862,6,0.401643137
1862,7,0.077633652
1862,8,-0.751161531
1862,9,-1.024646246
1862,10,0.716712833
1862,11,-0.277707008
1862,12,-1.870940298
1863,1,1.107998858
1863,2,0.02064362
1863,3,0.237353048
1863,4,0.934358372
1863,5,1.737439705
1863,6,0.809483145
1863,7,0.2670454
1863,8,1.340346626
1863,9,-0.11141126
1863,10,0.369203312
1863,11,-0.072744725
1863,12,-0.372997946
1864,1,-3.400369844
1864,2,-1.243593129
1864,3,0.150766535
1864,4,-1.425731971
1864,5,-0.272899193
1864,6,-0.452273625
1864,7,-0.359399643
1864,8,-0.947651953
1864,9,-1.221574651
1864,10,-2.35588513
1864,11,-0.758348965
1864,12,-1.082153837
1865,1,0.22633593
1865,2,-3.024674816
1865,3,-3.089670061
1865,4,0.518568706
1865,5,1.830926653
1865,6,0.48535215
1865,7,0.680945367
1865,8,0.488815554
1865,9,0.536781268
1865,10,-0.453154107
1865,11,-0.512468341
1865,12,-1.093634548
1866,1,0.113597314
1866,2,1.59685218
1866,3,0.847536262
1866,4,0.784142419
1866,5,-1.106528718
1866,6,1.095286277
1866,7,0.380726251
1866,8,-1.144568713
1866,9,-0.427141167
1866,10,-1.558916898
1866,11,-1.503039523
1866,12,-0.153485928
1867,1,0.579396212
1867,2,0.649125168
1867,3,1.005241958
1867,4,1.159972387
1867,5,0.732594568
1867,6,0.612893507
1867,7,-0.054235933
1867,8,0.230698972
1867,9,1.101471232
1867,10,-1.631018341
1867,11,-2.782140445
1867,12,-2.83556505
1868,1,-1.716845906
