Year,Month,Julian_day,Mean
1923,6,26828,-1.863707581
1923,7,26858.5,-0.042432158
1923,8,26889.5,1.031591883
1923,9,26920,0.195476424
1923,10,26950.5,0.603464727
1923,11,26981,1.009275581
1923,12,27011.5,-0.41616498
1924,1,27042.5,-0.930648754
1924,2,27072.5,-0.941476356
1924,3,27102.5,-0.386225534
1924,4,27133,0.09458553
1924,5,27163.5,1.52194714
1924,6,27194,0.926781819
1924,7,27224.5,0.273615787
1924,8,27255.5,-1.062046696
1924,9,27286,0.854711625
1924,10,27316.5,0.034378408
1924,11,27347,-0.21036628
1924,12,27377.5,0.169901194
1925,1,27408.5,0.229056679
1925,2,27438,0.628872506
1925,3,27467.5,-0.85643043
1925,4,27498,-0.313861013
1925,5,27528.5,-0.574617976
1925,6,27559,0.137966875
1925,7,27589.5,-0.774626028
1925,8,27620.5,0.024303569
1925,9,27651,-0.660854164
1925,10,27681.5,-0.305772031
1925,11,27712,0.01560621
1925,12,27742.5,-0.711593967
1926,1,27773.5,-0.340563937
1926,2,27803,0.96844814
1926,3,27832.5,0.094607885
1926,4,27863,0.494326186
1926,5,27893.5,-0.813209868
1926,6,27924,-1.249794668
1926,7,27954.5,-1.478443513
1926,8,27985.5,-1.177785772
1926,9,28016,0.992946969
1926,10,28046.5,1.256106684
1926,11,28077,2.05866073
1926,12,28107.5,-0.039634149
1927,1,28138.5,0.100776858
1927,2,28168,-0.771313315
1927,3,28197.5,0.37820994
1927,4,28228,0.197562454
1927,5,28258.5,0.60736079
1927,6,28289,1.160910065
1927,7,28319.5,0.863138074
1927,8,28350.5,0.869595633
1927,9,28381,0.229651425
1927,10,28411.5,-0.497170486
1927,11,28442,1.078311618
1927,12,28472.5,0.364696376
1928,1,28503.5,0.296414389
1928,2,28533.5,-0.001167169
1928,3,28563.5,-0.169863609
1928,4,28594,0.328327076
1928,5,28624.5,-0.952828268
1928,6,28655,0.335085797
1928,7,28685.5,1.959666009
1928,8,28716.5,2.003510025
1928,9,28747,1.218613739
1928,10,28777.5,0.334913163
1928,11,28808,0.226742134
1928,12,28838.5,-0.764172784
1929,1,28869.5,-1.640274618
1929,2,28899,-2.663986021
1929,3,28928.5,-0.962487812
1929,4,28959,-0.754499152
1929,5,28989.5,0.129955606
1929,6,29020,1.143103325
1929,7,29050.5,0.647978158
1929,8,29081.5,0.093885219
1929,9,29112,0.661154741
1929,10,29142.5,-0.442411659
1929,11,29173,-0.118210212
1929,12,29203.5,0.204882813
1930,1,29234.5,0.402840998
1930,2,29264,-0.531396286
1930,3,29293.5,0.494843995
1930,4,29324,0.044441751
1930,5,29354.5,-0.59814329
1930,6,29385,1.038111928
1930,7,29415.5,0.396524461
1930,8,29446.5,-0.327018506
1930,9,29477,0.39506842
1930,10,29507.5,-0.331835381
1930,11,29538,0.403114314
1930,12,29568.5,0.284700837
1931,1,29599.5,0.3421161
1931,2,29629,-0.693220646
1931,3,29658.5,0.072685814
1931,4,29689,-0.24521502
1931,5,29719.5,0.260550648
1931,6,29750,2.213543672
1931,7,29780.5,1.058402963
1931,8,29811.5,0.266142221
1931,9,29842,-1.454702355
1931,10,29872.5,-0.676680597
1931,11,29903,0.058436225
1931,12,29933.5,-0.721223451
1932,1,29964.5,-0.091498616
1932,2,29994.5,-1.702347207
1932,3,30024.5,-0.913094748
1932,4,30055,-0.878848263
1932,5,30085.5,-0.304421873
1932,6,30116,-1.023229868
1932,7,30146.5,-0.86429195
1932,8,30177.5,0.369341418
1932,9,30208,2.014915114
1932,10,30238.5,1.388262712
1932,11,30269,0.356254389
1932,12,30299.5,1.361130298
1933,1,30330.5,0.101106132
1933,2,30360,-0.163453764
1933,3,30389.5,-0.129518952
1933,4,30420,0.145393843
1933,5,30450.5,-0.460365316
1933,6,30481,-1.573816887
1933,7,30511.5,-0.37812376
1933,8,30542.5,0.138629032
1933,9,30573,0.267664038
1933,10,30603.5,0.771765828
1933,11,30634,0.024183365
1933,12,30664.5,-0.854011665
1934,1,30695.5,-0.583086224
1934,2,30725,-0.729693139
1934,3,30754.5,-0.073091403
1934,4,30785,0.497682835
1934,5,30815.5,1.048469407
1934,6,30846,0.80595249
1934,7,30876.5,0.529102439
1934,8,30907.5,-0.097016455
1934,9,30938,0.11991411
1934,10,30968.5,-0.457184181
1934,11,30999,-0.047075842
1934,12,31029.5,0.886152842
1935,1,31060.5,-1.499297862
1935,2,31090,-0.585675798
1935,3,31119.5,-0.910014713
1935,4,31150,-0.343239825
1935,5,31180.5,-0.938059937
1935,6,31211,0.39605195
1935,7,31241.5,0.848177326
1935,8,31272.5,0.31355357
1935,9,31303,0.403742343
1935,10,31333.5,0.672451008
1935,11,31364,0.431700011
1935,12,31394.5,-0.065595536
1936,1,31425.5,1.315340674
1936,2,31455.5,0.345110978
1936,3,31485.5,0.596411058
1936,4,31516,0.430021235
1936,5,31546.5,-0.177691505
1936,6,31577,-0.57661427
1936,7,31607.5,0.387368721
1936,8,31638.5,-0.33471447
1936,9,31669,0.029327263
1936,10,31699.5,-2.019399591
1936,11,31730,-0.585265919
1936,12,31760.5,-0.113253111
1937,1,31791.5,0.245567895
1937,2,31821,0.687690483
1937,3,31850.5,0.639051013
1937,4,31881,-0.000213521
1937,5,31911.5,0.388042268
1937,6,31942,1.838093711
1937,7,31972.5,0.10801882
1937,8,32003.5,0.417268103
1937,9,32034,-0.003208475
1937,10,32064.5,0.201361857
1937,11,32095,0.376613973
1937,12,32125.5,-0.39967237
1938,1,32156.5,-0.539171063
1938,2,32186,-1.05435831
1938,3,32215.5,0.059696569
1938,4,32246,-1.064754763
1938,5,32276.5,-1.180684381
1938,6,32307,0.836895134
1938,7,32337.5,0.038603299
1938,8,32368.5,0.371009429
1938,9,32399,-0.363673641
1938,10,32429.5,0.331728379
1938,11,32460,0.595373491
1938,12,32490.5,0.139618508
1939,1,32521.5,0.750811293
1939,2,32551,0.334042542
1939,3,32580.5,-1.037868107
1939,4,32611,0.365653808
1939,5,32641.5,-1.447386512
1939,6,32672,-0.867027178
1939,7,32702.5,0.194384644
1939,8,32733.5,0.30916651
1939,9,32764,-0.477403863
1939,10,32794.5,-0.113305216
1939,11,32825,0.233113581
1939,12,32855.5,-0.723052717
1940,1,32886.5,-1.631309451
1940,2,32916.5,-0.742491352
1940,3,32946.5,-0.629054222
1940,4,32977,-0.334008782
1940,5,33007.5,-0.43129382
1940,6,33038,-1.215806743
1940,7,33068.5,-1.107454015
1940,8,33099.5,-1.27274392
1940,9,33130,-0.245546336
1940,10,33160.5,0.169119824
1940,11,33191,0.705694202
1940,12,33221.5,-2.201856308
1941,1,33252.5,-1.022921057
1941,2,33282,0.599848165
1941,3,33311.5,0.698355195
1941,4,33342,-0.487205396
1941,5,33372.5,-1.317651802
1941,6,33403,-1.297478093
1941,7,33433.5,-0.532329959
1941,8,33464.5,-0.595151141
1941,9,33495,-1.508745851
1941,10,33525.5,-1.164370221
1941,11,33556,-1.325174782
1941,12,33586.5,-1.537510382
1942,1,33617.5,-3.346214947
1942,2,33647,-2.424210921
1942,3,33676.5,0.424290372
1942,4,33707,0.722536846
1942,5,33737.5,0.886992925
1942,6,33768,0.498404174
1942,7,33798.5,-0.329060388
1942,8,33829.5,-0.458600504
1942,9,33860,1.004622336
1942,10,33890.5,0.801063674
1942,11,33921,0.076568923
1942,12,33951.5,0.887447977
1943,1,33982.5,-0.482964626
1943,2,34012,0.413477336
1943,3,34041.5,0.772528368
1943,4,34072,0.938137028
1943,5,34102.5,0.493789747
1943,6,34133,-0.050430697
1943,7,34163.5,0.474287698
1943,8,34194.5,1.174040458
1943,9,34225,1.891115418
1943,10,34255.5,1.330861168
1943,11,34286,0.011270661
1943,12,34316.5,0.530854573
1944,1,34347.5,0.304942376
1944,2,34377.5,-0.887223765
1944,3,34407.5,-0.974269758
1944,4,34438,0.617873209
1944,5,34468.5,0.38131557
1944,6,34499,0.026830237
1944,7,34529.5,-0.201032646
1944,8,34560.5,1.033264771
1944,9,34591,0.735248019
1944,10,34621.5,-0.516725937
1944,11,34652,-0.976370886
1944,12,34682.5,-0.449031773
1945,1,34713.5,-1.380596621
1945,2,34743,-0.357115874
1945,3,34772.5,0.212049873
1945,4,34803,0.899383384
1945,5,34833.5,1.433834164
1945,6,34864,2.423416176
1945,7,34894.5,1.68182837
1945,8,34925.5,0.99775198
1945,9,34956,0.449580765
1945,10,34986.5,-0.514026807
1945,11,35017,-0.075684858
1945,12,35047.5,-0.039300766
1946,1,35078.5,-0.186065847
1946,2,35108,0.322175439
1946,3,35137.5,0.287322845
1946,4,35168,1.132567739
1946,5,35198.5,0.612796329
1946,6,35229,0.855583203
1946,7,35259.5,0.636314853
1946,8,35290.5,1.395559459
1946,9,35321,1.903140338
1946,10,35351.5,0.300093023
1946,11,35382,0.488076161
1946,12,35412.5,-1.00674294
1947,1,35443.5,-1.735355669
1947,2,35473,-0.136889768
1947,3,35502.5,1.316389751
1947,4,35533,1.04889955
1947,5,35563.5,0.610430504
1947,6,35594,1.600829192
1947,7,35624.5,1.185619284
1947,8,35655.5,1.52530625
1947,9,35686,1.127563961
1947,10,35716.5,0.2899644
1947,11,35747,0.672294437
1947,12,35777.5,-0.226751726
1948,1,35808.5,1.0442276
1948,2,35838.5,0.063148304
1948,3,35868.5,0.466747187
1948,4,35899,0.493351064
1948,5,35929.5,0.674028396
1948,6,35960,-0.001320653
1948,7,35990.5,-1.863102876
1948,8,36021.5,-0.170880084
1948,9,36052,-0.119723435
1948,10,36082.5,0.758885969
1948,11,36113,0.402757965
1948,12,36143.5,0.395291876
1949,1,36174.5,0.770794372
1949,2,36204,-0.207291062
1949,3,36233.5,-0.993058775
1949,4,36264,0.926006163
1949,5,36294.5,-0.166338459
1949,6,36325,0.114722556
1949,7,36355.5,0.285442247
1949,8,36386.5,0.058192155
1949,9,36417,0.971535838
1949,10,36447.5,0.864010246
1949,11,36478,0.122276565
1949,12,36508.5,0.559453828
1950,1,36539.5,-0.063346728
1950,2,36569,0.599074985
1950,3,36598.5,0.390328568
1950,4,36629,0.113492942
1950,5,36659.5,1.191486412
1950,6,36690,1.924420347
1950,7,36720.5,1.716044639
1950,8,36751.5,1.431029713
1950,9,36782,0.435244113
1950,10,36812.5,0.260970882
1950,11,36843,0.181462322
1950,12,36873.5,0.279074617
1951,1,36904.5,0.548412464
1951,2,36934,0.596438624
1951,3,36963.5,0.054011135
1951,4,36994,-0.06353424
1951,5,37024.5,-0.183822809
1951,6,37055,0.50475148
1951,7,37085.5,0.138996536
1951,8,37116.5,0.433246474
1951,9,37147,0.861833724
1951,10,37177.5,-1.117401925
1951,11,37208,0.106174224
1951,12,37238.5,-0.02808338
1952,1,37269.5,-0.277305709
1952,2,37299.5,-0.7513146
1952,3,37329.5,-0.016657087
1952,4,37360,1.130956754
1952,5,37390.5,0.644346809
1952,6,37421,1.68103756
1952,7,37451.5,1.960870103
1952,8,37482.5,1.817996808
1952,9,37513,0.640753332
1952,10,37543.5,-0.044703039
1952,11,37574,-0.824785067
1952,12,37604.5,-0.224120846
1953,1,37635.5,-1.218596086
1953,2,37665,-0.721181125
1953,3,37694.5,-0.684230748
1953,4,37725,0.53577599
1953,5,37755.5,0.326128512
1953,6,37786,-0.421520233
1953,7,37816.5,0.586880007
1953,8,37847.5,-0.001270004
1953,9,37878,0.606235241
1953,10,37908.5,0.823214605
1953,11,37939,0.089181662
1953,12,37969.5,1.228483308
1954,1,38000.5,-0.916396032
1954,2,38030,-1.039869046
1954,3,38059.5,0.343953258
1954,4,38090,-0.488632074
1954,5,38120.5,-0.953798614
1954,6,38151,0.687213544
1954,7,38181.5,-1.044475748
1954,8,38212.5,-1.040566069
1954,9,38243,0.344412261
1954,10,38273.5,-0.674821775
1954,11,38304,-0.285993868
1954,12,38334.5,0.477159759
1955,1,38365.5,1.071360115
1955,2,38395,0.850381168
1955,3,38424.5,0.040978975
1955,4,38455,-0.321786695
1955,5,38485.5,0.637077373
1955,6,38516,0.383993503
1955,7,38546.5,0.53298929
1955,8,38577.5,-0.23707334
1955,9,38608,-0.313043297
1955,10,38638.5,-0.784401754
1955,11,38669,-0.142653014
1955,12,38699.5,0.909879837
1956,1,38730.5,0.832598245
1956,2,38760.5,-2.165681709
1956,3,38790.5,-0.945974344
1956,4,38821,-0.53704525
1956,5,38851.5,-0.243503838
1956,6,38882,-1.180317831
1956,7,38912.5,-0.77537828
1956,8,38943.5,0.220216391
1956,9,38974,0.761981254
1956,10,39004.5,-0.648752417
1956,11,39035,-1.067955953
1956,12,39065.5,-0.443670694
1957,1,39096.5,-0.533770869
1957,2,39126,0.708219743
1957,3,39155.5,0.514743111
1957,4,39186,0.096643226
1957,5,39216.5,-0.893878925
1957,6,39247,0.388391434
1957,7,39277.5,-0.471839701
1957,8,39308.5,-0.404281326
1957,9,39339,-0.636707436
1957,10,39369.5,0.004001461
1957,11,39400,0.141989152
1957,12,39430.5,-0.246644175
1958,1,39461.5,-0.183779732
1958,2,39491,0.619238559
1958,3,39520.5,-0.748357165
1958,4,39551,-1.147008296
1958,5,39581.5,0.604888259
1958,6,39612,0.023680513
1958,7,39642.5,-0.607425268
1958,8,39673.5,0.542353414
1958,9,39704,0.555315215
1958,10,39734.5,0.394329393
1958,11,39765,0.325259725
1958,12,39795.5,0.970276089
1959,1,39826.5,0.001492326
1959,2,39856,-0.089054148
1959,3,39885.5,1.152247453
1959,4,39916,0.237843587
1959,5,39946.5,-0.003831359
1959,6,39977,-0.08663856
1959,7,40007.5,0.141962515
1959,8,40038.5,-0.080048328
1959,9,40069,-0.130987194
1959,10,40099.5,-0.901308666
1959,11,40130,-0.683055231
1959,12,40160.5,0.365588173
1960,1,40191.5,-0.138920156
1960,2,40221.5,0.305276443
1960,3,40251.5,0.253664874
1960,4,40282,0.028289811
1960,5,40312.5,0.071892738
1960,6,40343,1.034225045
1960,7,40373.5,-0.502459338
1960,8,40404.5,-0.010027189
1960,9,40435,-0.691982671
1960,10,40465.5,0.028327643
1960,11,40496,0.580073756
1960,12,40526.5,0.329513678
1961,1,40557.5,-0.077454068
1961,2,40587,0.402054043
1961,3,40616.5,0.520704092
1961,4,40647,1.519133559
1961,5,40677.5,0.275700443
1961,6,40708,0.34492754
1961,7,40738.5,0.096536802
1961,8,40769.5,-0.37442486
1961,9,40800,0.964121614
1961,10,40830.5,0.621849058
1961,11,40861,0.485237785
1961,12,40891.5,0.403886472
1962,1,40922.5,0.906648127
1962,2,40952,-0.403528717
1962,3,40981.5,-0.62617333
1962,4,41012,0.02145335
1962,5,41042.5,-0.00228934
1962,6,41073,-0.617948022
1962,7,41103.5,-0.141488205
1962,8,41134.5,0.940612507
1962,9,41165,0.95229486
1962,10,41195.5,0.641686604
1962,11,41226,-0.201935673
1962,12,41256.5,-0.807569766
1963,1,41287.5,-0.907248195
1963,2,41317,-1.112489094
1963,3,41346.5,-0.597594897
1963,4,41377,0.165970969
1963,5,41407.5,-0.314380975
1963,6,41438,0.20903376
1963,7,41468.5,1.049078099
1963,8,41499.5,0.52597825
1963,9,41530,0.18941298
1963,10,41560.5,-0.35297357
1963,11,41591,1.345513208
1963,12,41621.5,0.576292944
1964,1,41652.5,-0.184689559
1964,2,41682.5,0.147265807
1964,3,41712.5,0.399049994
1964,4,41743,0.250197713
1964,5,41773.5,0.727989349
1964,6,41804,1.145488831
1964,7,41834.5,0.272762071
1964,8,41865.5,-0.195781102
1964,9,41896,-0.105366287
1964,10,41926.5,-0.615197683
1964,11,41957,0.042064165
1964,12,41987.5,0.095332443
1965,1,42018.5,0.115176596
1965,2,42048,-1.456422704
1965,3,42077.5,-0.274389432
1965,4,42108,-0.745133389
1965,5,42138.5,-0.540335427
1965,6,42169,-0.198748444
1965,7,42199.5,0.424581201
1965,8,42230.5,-0.583543753
1965,9,42261,-0.754016793
1965,10,42291.5,0.29055848
1965,11,42322,0.647523038
1965,12,42352.5,0.481430458
1966,1,42383.5,-0.318037973
1966,2,42413,1.206193915
1966,3,42442.5,-0.318812767
1966,4,42473,0.58749095
1966,5,42503.5,0.188271693
1966,6,42534,0.592139024
1966,7,42564.5,-0.597176815
1966,8,42595.5,-0.345191802
1966,9,42626,0.28982144
1966,10,42656.5,1.271087251
1966,11,42687,-0.62833149
1966,12,42717.5,-0.520675153
1967,1,42748.5,-0.568342505
1967,2,42778,-0.046652448
1967,3,42807.5,0.361723166
1967,4,42838,-0.271018608
1967,5,42868.5,-0.030091431
1967,6,42899,-1.081178731
1967,7,42929.5,0.361809838
1967,8,42960.5,0.776684904
1967,9,42991,-0.049253931
1967,10,43021.5,1.080946463
1967,11,43052,1.314858506
1967,12,43082.5,0.106175044
1968,1,43113.5,-0.70803582
1968,2,43143.5,0.317154631
1968,3,43173.5,0.078621635
1968,4,43204,1.017092654
1968,5,43234.5,0.851205497
1968,6,43265,-0.015679109
1968,7,43295.5,0.154001532
1968,8,43326.5,-1.163040092
1968,9,43357,-0.549225156
1968,10,43387.5,0.106852572
1968,11,43418,0.418248999
1968,12,43448.5,0.026160636
1969,1,43479.5,-0.063071437
1969,2,43509,-0.292910546
1969,3,43538.5,0.025937817
1969,4,43569,-0.144517243
1969,5,43599.5,0.797429146
1969,6,43630,-0.823820638
1969,7,43660.5,-1.031293654
1969,8,43691.5,-0.388812491
1969,9,43722,-0.350355447
1969,10,43752.5,0.105942307
1969,11,43783,0.936753828
1969,12,43813.5,-0.915364197
1970,1,43844.5,0.399077386
1970,2,43874,-0.070433381
1970,3,43903.5,-0.431874912
1970,4,43934,-0.371626556
1970,5,43964.5,-1.030847591
1970,6,43995,0.259975567
1970,7,44025.5,-0.731147409
1970,8,44056.5,0.067844342
1970,9,44087,0.433875645
1970,10,44117.5,-0.596379681
1970,11,44148,0.280420681
1970,12,44178.5,0.260792002
1971,1,44209.5,0.304738914
1971,2,44239,0.020109911
1971,3,44268.5,-1.038425876
1971,4,44299,0.281180618
1971,5,44329.5,0.536708338
1971,6,44360,-0.336999588
1971,7,44390.5,-0.057989404
1971,8,44421.5,1.305071706
1971,9,44452,-0.655341683
1971,10,44482.5,-0.857204166
1971,11,44513,-0.858835425
1971,12,44543.5,-0.338971821
1972,1,44574.5,0.115679736
1972,2,44604.5,0.544038951
1972,3,44634.5,0.748352572
1972,4,44665,0.25434966
1972,5,44695.5,-0.529048999
1972,6,44726,0.022088897
1972,7,44756.5,-0.715391638
1972,8,44787.5,-1.153440992
1972,9,44818,-1.857067183
1972,10,44848.5,-1.864964171
1972,11,44879,-0.199924921
1972,12,44909.5,0.041346691
1973,1,44940.5,0.243000255
1973,2,44970,-0.349098495
1973,3,44999.5,-0.742928151
1973,4,45030,-1.086948293
1973,5,45060.5,0.314730249
1973,6,45091,0.403187453
1973,7,45121.5,0.38398283
1973,8,45152.5,0.399922063
1973,9,45183,0.636613882
1973,10,45213.5,-0.246953792
1973,11,45244,-0.713545521
1973,12,45274.5,-0.450063037
1974,1,45305.5,0.509027318
1974,2,45335,0.480568185
1974,3,45364.5,0.473741037
1974,4,45395,-0.317797648
1974,5,45425.5,-0.550159041
1974,6,45456,-0.371277354
1974,7,45486.5,-0.551321311
1974,8,45517.5,-0.089995803
1974,9,45548,-0.057068542
1974,10,45578.5,-2.383809947
1974,11,45609,-1.381647411
1974,12,45639.5,-0.305073936
1975,1,45670.5,0.253722125
1975,2,45700,-0.149215741
1975,3,45729.5,0.037300136
1975,4,45760,-0.032059049
1975,5,45790.5,0.029885187
1975,6,45821,-0.905193407
1975,7,45851.5,-0.391188769
1975,8,45882.5,-0.325591656
1975,9,45913,0.552063468
1975,10,45943.5,-0.368267263
1975,11,45974,-0.554276896
1975,12,46004.5,0.162097572
1976,1,46035.5,0.044898363
1976,2,46065.5,-0.088099587
1976,3,46095.5,-0.596415256
1976,4,46126,-0.334861302
1976,5,46156.5,-0.098360237
1976,6,46187,0.000255015
1976,7,46217.5,0.309430466
1976,8,46248.5,-1.33846704
1976,9,46279,-1.443319096
1976,10,46309.5,-0.312136163
1976,11,46340,-0.823865853
1976,12,46370.5,-0.170220997
1977,1,46401.5,0.559659688
1977,2,46431,1.003303414
1977,3,46460.5,1.130144119
1977,4,46491,0.130993705
1977,5,46521.5,0.174839348
1977,6,46552,-0.302064934
1977,7,46582.5,-0.21497347
1977,8,46613.5,-0.857798567
1977,9,46644,-1.013238756
1977,10,46674.5,-0.110935173
1977,11,46705,0.406718482
1977,12,46735.5,-0.049412887
1978,1,46766.5,0.032809115
1978,2,46796,0.147052709
1978,3,46825.5,0.196471828
1978,4,46856,-0.663528226
1978,5,46886.5,-0.920328282
1978,6,46917,-0.275346741
1978,7,46947.5,-1.247406046
1978,8,46978.5,-0.683744114
1978,9,47009,-0.916874967
1978,10,47039.5,-0.970033667
1978,11,47070,-0.935588934
1978,12,47100.5,0.4638023
1979,1,47131.5,-0.123286515
1979,2,47161,0.532564377
1979,3,47190.5,0.715468978
1979,4,47221,-0.523639337
1979,5,47251.5,0.037651809
1979,6,47282,1.301698715
1979,7,47312.5,-0.090412804
1979,8,47343.5,-0.447828072
1979,9,47374,-0.651849122
1979,10,47404.5,0.012136615
1979,11,47435,-0.806194591
1979,12,47465.5,0.351120919
1980,1,47496.5,-0.382997118
1980,2,47526.5,0.203013572
1980,3,47556.5,-0.080686319
1980,4,47587,-1.087473957
1980,5,47617.5,-1.656598058
1980,6,47648,-1.14958558
1980,7,47678.5,-1.581080133
1980,8,47709.5,-0.149452874
1980,9,47740,0.205609139
1980,10,47770.5,-0.213151828
1980,11,47801,-0.147242233
1980,12,47831.5,-1.091501261
1981,1,47862.5,-1.342602024
1981,2,47892,-0.900343049
1981,3,47921.5,0.566246013
1981,4,47952,0.594247852
1981,5,47982.5,-0.089317121
1981,6,48013,0.604719725
1981,7,48043.5,-0.945476085
1981,8,48074.5,-0.37532317
1981,9,48105,0.144541615
1981,10,48135.5,0.561211368
1981,11,48166,-0.864898624
1981,12,48196.5,0.048208042
1982,1,48227.5,0.443144188
1982,2,48257,-0.34590179
1982,3,48286.5,-0.336892334
1982,4,48317,-0.195361799
1982,5,48347.5,0.109752924
1982,6,48378,1.432763275
1982,7,48408.5,1.37526141
1982,8,48439.5,0.366912032
1982,9,48470,1.046856143
1982,10,48500.5,0.304710884
1982,11,48531,0.310495043
1982,12,48561.5,0.39469355
1983,1,48592.5,0.430429973
1983,2,48622,-0.675495384
1983,3,48651.5,0.207886807
1983,4,48682,0.431906087
1983,5,48712.5,0.604788608
1983,6,48743,0.039624169
1983,7,48773.5,1.087347327
1983,8,48804.5,0.307489024
1983,9,48835,0.1667422
1983,10,48865.5,-0.127927708
1983,11,48896,-0.125765023
1983,12,48926.5,-0.204032173
1984,1,48957.5,0.037570549
1984,2,48987.5,-0.472345893
1984,3,49017.5,-0.609199592
1984,4,49048,-0.491895948
1984,5,49078.5,-0.961336426
1984,6,49109,-1.042729325
1984,7,49139.5,-0.33851492
1984,8,49170.5,-0.74903456
1984,9,49201,-0.801936469
1984,10,49231.5,-0.34875499
1984,11,49262,0.731247075
1984,12,49292.5,0.507168786
1985,1,49323.5,-0.934562861
1985,2,49353,-0.154817412
1985,3,49382.5,-0.286692369
1985,4,49413,0.293948938
1985,5,49443.5,0.038485506
1985,6,49474,0.262130901
1985,7,49504.5,0.659618202
1985,8,49535.5,0.22759056
1985,9,49566,0.420670368
1985,10,49596.5,0.410732461
1985,11,49627,0.171248065
1985,12,49657.5,0.874560343
1986,1,49688.5,0.221447595
1986,2,49718,-0.711398586
1986,3,49747.5,0.05993841
1986,4,49778,0.167317867
1986,5,49808.5,1.580319866
1986,6,49839,0.043105171
1986,7,49869.5,-0.121072409
1986,8,49900.5,1.024526513
1986,9,49931,0.394114999
1986,10,49961.5,0.722026883
1986,11,49992,0.159654106
1986,12,50022.5,-0.040448748
1987,1,50053.5,-0.494545323
1987,2,50083,-0.106678519
1987,3,50112.5,-1.418222405
1987,4,50143,0.050248318
1987,5,50173.5,-0.991312814
1987,6,50204,-0.318988451
1987,7,50234.5,1.022713723
1987,8,50265.5,0.681535089
1987,9,50296,2.165681592
1987,10,50326.5,1.377124565
1987,11,50357,0.611505157
1987,12,50387.5,0.855270454
1988,1,50418.5,1.415656028
1988,2,50448.5,0.460218286
1988,3,50478.5,0.079184937
1988,4,50509,0.438485667
1988,5,50539.5,0.883717329
1988,6,50570,0.264052926
1988,7,50600.5,1.406542414
1988,8,50631.5,1.206434167
1988,9,50662,-0.087842227
1988,10,50692.5,0.932663857
1988,11,50723,-0.558412153
1988,12,50753.5,-0.363625333
1989,1,50784.5,0.012161853
1989,2,50814,0.54857253
1989,3,50843.5,1.185207345
1989,4,50874,0.575742516
1989,5,50904.5,0.007920501
1989,6,50935,-0.355556944
1989,7,50965.5,0.442194889
1989,8,50996.5,0.586005853
1989,9,51027,-0.043823645
1989,10,51057.5,-0.725908134
1989,11,51088,-0.092566575
1989,12,51118.5,0.970486817
1990,1,51149.5,0.665864377
1990,2,51179,1.779697489
1990,3,51208.5,1.493712599
1990,4,51239,0.317549811
1990,5,51269.5,1.054685029
1990,6,51300,0.553808586
1990,7,51330.5,0.280194485
1990,8,51361.5,0.42145649
1990,9,51392,0.298263616
1990,10,51422.5,1.338475289
1990,11,51453,0.638237265
1990,12,51483.5,-0.594840294
1991,1,51514.5,0.191724343
1991,2,51544,-0.480222344
1991,3,51573.5,1.280683323
1991,4,51604,-0.374965611
1991,5,51634.5,-1.624399758
1991,6,51665,-0.567202091
1991,7,51695.5,0.08222031
1991,8,51726.5,0.653431558
1991,9,51757,1.213374757
1991,10,51787.5,0.068115937
1991,11,51818,-0.19505291
1991,12,51848.5,-0.996613969
1992,1,51879.5,-0.147345753
1992,2,51909.5,-0.089567851
1992,3,51939.5,0.097172779
1992,4,51970,0.008500392
1992,5,52000.5,0.473793848
1992,6,52031,-0.376641214
1992,7,52061.5,-0.415307761
1992,8,52092.5,1.745771089
1992,9,52123,0.638119947
1992,10,52153.5,0.398534579
1992,11,52184,0.864989584
1992,12,52214.5,0.420502214
1993,1,52245.5,0.185356132
1993,2,52275,-0.453721409
1993,3,52304.5,-0.493875569
1993,4,52335,0.130289881
1993,5,52365.5,1.181047248
1993,6,52396,1.297897182
1993,7,52426.5,-0.211546593
1993,8,52457.5,0.953380622
1993,9,52488,0.172564173
1993,10,52518.5,0.373448976
1993,11,52549,-0.261248458
1993,12,52579.5,0.600941671
1994,1,52610.5,0.605564119
1994,2,52640,0.108617552
1994,3,52669.5,1.309040249
1994,4,52700,-0.024802404
1994,5,52730.5,0.901121411
1994,6,52761,0.465876788
1994,7,52791.5,1.502077548
1994,8,52822.5,2.409926758
1994,9,52853,1.157868312
1994,10,52883.5,0.432172116
1994,11,52914,1.208426153
1994,12,52944.5,0.977076867
1995,1,52975.5,0.03480396
1995,2,53005,1.105967558
1995,3,53034.5,0.020655477
1995,4,53065,-0.240228089
1995,5,53095.5,-0.03341087
1995,6,53126,-0.066671522
1995,7,53156.5,1.067893415
1995,8,53187.5,0.698304357
1995,9,53218,-0.820723963
1995,10,53248.5,0.392995841
1995,11,53279,-0.268070784
1995,12,53309.5,0.789625306
1996,1,53340.5,1.102803375
1996,2,53370.5,-0.148953782
1996,3,53400.5,-0.240381496
1996,4,53431,0.296853943
1996,5,53461.5,0.71472338
1996,6,53492,0.720261884
1996,7,53522.5,-0.296574982
1996,8,53553.5,0.467417504
1996,9,53584,-1.565317063
1996,10,53614.5,-1.175616912
1996,11,53645,0.1913005
1996,12,53675.5,0.158845092
1997,1,53706.5,0.857235527
1997,2,53736,1.014976232
1997,3,53765.5,0.920824191
1997,4,53796,-0.44910742
1997,5,53826.5,0.966896213
1997,6,53857,1.425259981
1997,7,53887.5,-0.025330261
1997,8,53918.5,0.421661846
1997,9,53949,0.798236911
1997,10,53979.5,0.354953233
